MEMBER_NO,labels
17226,重要发展客户
45144,低价值客户
36760,重要挽留客户
14096,一般客户
29142,重要挽留客户
28455,低价值客户
25935,一般客户
36880,重要保持客户
31661,一般客户
436,一般客户
7429,一般客户
57878,重要挽留客户
40674,一般客户
46309,重要发展客户
41082,一般客户
24916,重要发展客户
17083,低价值客户
61767,低价值客户
38330,重要挽留客户
22774,低价值客户
18810,重要保持客户
23442,一般客户
27341,低价值客户
33981,一般客户
19393,重要挽留客户
15600,一般客户
42417,重要保持客户
40997,一般客户
49812,重要保持客户
31017,重要保持客户
55635,低价值客户
48041,重要挽留客户
33362,低价值客户
39599,一般客户
58626,重要发展客户
60778,低价值客户
59557,低价值客户
37169,重要挽留客户
31947,重要发展客户
40996,低价值客户
37377,低价值客户
27502,低价值客户
13104,重要挽留客户
18104,重要保持客户
21534,重要挽留客户
52976,一般客户
43839,低价值客户
46764,低价值客户
9471,低价值客户
10173,一般客户
38947,一般客户
54071,重要挽留客户
47558,重要挽留客户
59978,一般客户
46592,一般客户
28271,重要挽留客户
12155,重要保持客户
20497,重要挽留客户
24472,重要发展客户
62830,重要挽留客户
928,重要挽留客户
55747,重要发展客户
9240,低价值客户
25627,重要发展客户
47496,重要挽留客户
59689,一般客户
49498,低价值客户
998,重要挽留客户
41524,低价值客户
8022,一般客户
37940,低价值客户
42511,一般客户
23984,一般客户
15268,一般客户
57410,一般客户
43297,低价值客户
21776,一般客户
7785,低价值客户
49341,低价值客户
28592,低价值客户
14363,低价值客户
41966,一般客户
25850,低价值客户
47002,一般客户
45641,重要挽留客户
16974,重要保持客户
36894,重要挽留客户
13961,低价值客户
30804,重要挽留客户
19063,重要挽留客户
6094,一般客户
24652,重要发展客户
17844,重要保持客户
38325,重要保持客户
28017,重要挽留客户
11105,重要保持客户
62808,重要挽留客户
28400,一般客户
36464,低价值客户
53932,重要挽留客户
24132,低价值客户
5545,低价值客户
1878,低价值客户
30168,一般客户
43632,重要发展客户
36280,低价值客户
31815,一般客户
5150,低价值客户
32553,重要发展客户
6154,低价值客户
50719,一般客户
34070,一般客户
59462,重要发展客户
6816,低价值客户
56620,重要挽留客户
39336,重要挽留客户
38960,一般客户
36766,重要挽留客户
2511,一般客户
31700,低价值客户
43962,一般客户
59409,低价值客户
29843,重要挽留客户
20051,低价值客户
9500,重要挽留客户
38683,一般客户
26250,一般客户
53188,低价值客户
51573,低价值客户
10763,一般客户
52474,低价值客户
31740,低价值客户
2907,重要挽留客户
16154,低价值客户
52719,重要保持客户
26956,重要挽留客户
14336,一般客户
61932,一般客户
818,重要挽留客户
32897,一般客户
48430,一般客户
44578,重要挽留客户
60202,一般客户
52735,低价值客户
15840,低价值客户
10424,重要发展客户
21790,低价值客户
14166,重要保持客户
30557,一般客户
9732,重要挽留客户
41299,重要发展客户
34945,重要发展客户
23627,一般客户
15818,一般客户
41956,一般客户
37499,一般客户
60101,低价值客户
26206,一般客户
1347,低价值客户
29012,低价值客户
22977,低价值客户
4617,一般客户
4760,低价值客户
11270,重要挽留客户
55797,一般客户
51722,一般客户
52471,低价值客户
52050,一般客户
20136,重要挽留客户
30783,一般客户
49185,一般客户
28784,低价值客户
57760,重要挽留客户
38289,重要挽留客户
30548,重要保持客户
23642,一般客户
34675,重要发展客户
38917,一般客户
3757,重要保持客户
1253,重要挽留客户
50729,低价值客户
18003,重要挽留客户
14962,一般客户
28032,一般客户
10843,一般客户
45894,重要挽留客户
38039,一般客户
10847,低价值客户
40817,重要发展客户
21587,重要发展客户
28704,一般客户
22732,一般客户
23034,低价值客户
46871,低价值客户
7671,重要保持客户
9742,重要挽留客户
60120,低价值客户
37139,重要挽留客户
12859,低价值客户
10589,低价值客户
37907,一般客户
55921,重要发展客户
24950,低价值客户
50197,低价值客户
58385,低价值客户
53156,低价值客户
45543,一般客户
8881,重要挽留客户
9512,重要挽留客户
55827,重要发展客户
57041,重要挽留客户
30204,低价值客户
3587,低价值客户
30102,重要挽留客户
7871,低价值客户
13014,重要挽留客户
60433,低价值客户
44507,低价值客户
17079,低价值客户
60958,重要发展客户
44676,一般客户
45454,低价值客户
33035,一般客户
39141,一般客户
52645,重要发展客户
18431,低价值客户
43857,重要发展客户
55884,低价值客户
53751,重要挽留客户
52625,低价值客户
52269,低价值客户
24054,低价值客户
37839,一般客户
41816,一般客户
19746,低价值客户
16184,低价值客户
9302,重要发展客户
30096,重要保持客户
20625,重要挽留客户
13581,重要保持客户
57539,重要挽留客户
24062,重要发展客户
11122,重要发展客户
8417,重要挽留客户
5769,低价值客户
24268,低价值客户
8339,低价值客户
35821,重要挽留客户
10300,重要发展客户
19955,一般客户
1535,重要保持客户
59118,重要发展客户
52536,低价值客户
50055,一般客户
50828,一般客户
3408,重要挽留客户
29028,重要挽留客户
11483,重要挽留客户
22158,重要保持客户
36084,低价值客户
34119,低价值客户
56257,重要挽留客户
17299,低价值客户
8045,重要发展客户
30512,重要挽留客户
14422,一般客户
12501,一般客户
6055,低价值客户
30035,重要挽留客户
30412,重要挽留客户
47285,重要挽留客户
11278,重要挽留客户
53109,一般客户
6189,低价值客户
53442,重要发展客户
58169,一般客户
24032,一般客户
37286,重要挽留客户
42076,低价值客户
26640,重要挽留客户
31872,低价值客户
59166,低价值客户
33556,低价值客户
2533,一般客户
28714,一般客户
14431,低价值客户
52330,重要发展客户
8638,重要保持客户
42892,重要保持客户
27718,重要挽留客户
45562,重要挽留客户
27011,重要挽留客户
1091,重要挽留客户
5220,一般客户
58800,低价值客户
21985,一般客户
60965,低价值客户
42127,一般客户
45245,一般客户
21360,重要挽留客户
33047,一般客户
35071,一般客户
47005,低价值客户
32907,重要挽留客户
22830,低价值客户
58307,低价值客户
6068,低价值客户
60236,低价值客户
31349,低价值客户
50124,一般客户
48329,重要发展客户
11313,重要挽留客户
62756,重要挽留客户
16411,低价值客户
43963,低价值客户
27548,低价值客户
4097,一般客户
24017,低价值客户
54212,低价值客户
35394,低价值客户
54574,低价值客户
11819,重要挽留客户
18179,低价值客户
38450,重要挽留客户
29482,重要挽留客户
60593,一般客户
56370,重要挽留客户
372,低价值客户
56868,重要挽留客户
27110,低价值客户
39736,重要保持客户
26890,一般客户
56018,低价值客户
50246,重要保持客户
52548,低价值客户
21684,重要发展客户
32499,低价值客户
12073,重要挽留客户
32228,低价值客户
44479,一般客户
3280,一般客户
55657,低价值客户
52818,重要发展客户
10001,重要挽留客户
12475,重要保持客户
14357,一般客户
33743,一般客户
52382,低价值客户
18770,重要挽留客户
46256,重要挽留客户
13602,低价值客户
21974,低价值客户
11499,重要挽留客户
22986,一般客户
10393,重要保持客户
53234,重要发展客户
32577,低价值客户
48974,重要挽留客户
37433,低价值客户
33194,一般客户
4448,低价值客户
28952,低价值客户
30395,重要挽留客户
776,重要挽留客户
48823,重要保持客户
55575,低价值客户
7875,低价值客户
61379,低价值客户
39204,重要挽留客户
28953,重要发展客户
7863,一般客户
22431,低价值客户
37347,重要发展客户
61812,一般客户
40443,低价值客户
53662,重要挽留客户
53741,重要挽留客户
12406,重要发展客户
46813,重要发展客户
41016,低价值客户
9228,低价值客户
38822,重要挽留客户
60954,低价值客户
49880,重要保持客户
8344,低价值客户
9299,低价值客户
28578,低价值客户
16176,重要发展客户
19301,重要挽留客户
60432,低价值客户
40853,低价值客户
53481,低价值客户
26682,重要挽留客户
39076,重要挽留客户
6967,低价值客户
28915,低价值客户
36848,重要挽留客户
42264,一般客户
2664,一般客户
37519,低价值客户
49638,低价值客户
9463,低价值客户
972,重要保持客户
2519,重要挽留客户
54695,重要挽留客户
10508,一般客户
51107,低价值客户
59040,低价值客户
27840,重要挽留客户
54630,重要挽留客户
28235,一般客户
2405,重要发展客户
43782,低价值客户
41087,低价值客户
45094,低价值客户
3563,重要挽留客户
43745,低价值客户
40001,一般客户
21049,重要挽留客户
34318,低价值客户
3941,低价值客户
13294,重要挽留客户
31809,低价值客户
28718,低价值客户
34536,低价值客户
24942,一般客户
1906,低价值客户
25901,重要发展客户
61735,低价值客户
20562,重要挽留客户
58470,低价值客户
5428,低价值客户
16316,低价值客户
27024,重要挽留客户
8127,重要发展客户
61817,一般客户
8646,重要保持客户
61595,重要发展客户
58696,重要保持客户
6527,重要保持客户
45064,低价值客户
25013,低价值客户
6904,低价值客户
31903,低价值客户
2483,重要挽留客户
47471,重要挽留客户
49569,低价值客户
22176,重要挽留客户
61541,重要挽留客户
61513,重要发展客户
22556,一般客户
53728,重要挽留客户
41444,低价值客户
35039,一般客户
34568,低价值客户
18553,低价值客户
15501,一般客户
42152,重要发展客户
50895,低价值客户
37283,重要挽留客户
22829,一般客户
32354,重要保持客户
12751,低价值客户
8160,重要挽留客户
58440,重要发展客户
14020,低价值客户
56320,一般客户
54994,重要挽留客户
49847,低价值客户
2101,重要挽留客户
3086,重要挽留客户
17449,一般客户
56397,重要挽留客户
30943,重要保持客户
15061,低价值客户
33513,低价值客户
10916,低价值客户
77,低价值客户
27877,重要挽留客户
35949,重要保持客户
12251,重要发展客户
3457,重要发展客户
15340,低价值客户
55874,低价值客户
22402,重要保持客户
60265,重要发展客户
36163,低价值客户
8001,低价值客户
19997,一般客户
43860,一般客户
14142,低价值客户
43679,低价值客户
22983,低价值客户
45420,低价值客户
25063,一般客户
62056,一般客户
32324,低价值客户
12660,重要发展客户
4946,低价值客户
8099,低价值客户
37521,低价值客户
24135,重要发展客户
12083,重要挽留客户
60649,重要发展客户
30627,低价值客户
29875,重要挽留客户
41386,低价值客户
53266,低价值客户
18600,低价值客户
14677,一般客户
31205,重要保持客户
10234,重要挽留客户
48457,重要发展客户
16852,低价值客户
38657,重要发展客户
628,重要挽留客户
51355,低价值客户
35220,低价值客户
30624,一般客户
50323,一般客户
2778,重要挽留客户
45819,重要挽留客户
6176,低价值客户
45488,低价值客户
27600,低价值客户
28529,低价值客户
